value;idx;time
140,1846;3;33
140,12695;3;34
140,12067;3;35
140,18373;3;36
140,07068;3;37
140,15341;3;38
129,97525;3;39
129,79593;3;40
130,0639;3;41
129,88423;3;42
129,84457;3;43
129,98984;3;44
129,81914;3;45
129,76256;3;46
129,96594;3;47
130,03831;3;48
124,772385;3;49
124,63031;3;50
124,858475;3;51
124,57474;3;52
124,64543;3;53
124,8078;3;54
124,76964;3;55
124,62068;3;56
124,631355;3;57
124,57897;3;58
124,59;3;59
124,72;4;0
0,36957628;4;1
0,094;4;2
0,0;4;3
0,0;4;4
0,0;4;5
0,0;4;6
0,0;4;7
0,0;4;8
0,0;4;9
121,73525;4;10
119,77593;4;11
120,08373;4;12
119,98644;4;13
119,48932;4;14
120,26339;4;15
119,6344;4;16
119,34203;4;17
119,39204;4;18
128,76526;4;19
130,01796;4;20
129,66322;4;21
129,9256;4;22
129,76254;4;23
129,62083;4;24
129,63103;4;25
129,61609;4;26
129,8212;4;27
129,81102;4;28
139,94;4;29
140,07948;4;30
140,079;4;31
139,97;4;32
139,98912;4;33
139,94;4;34
139,81627;4;35
139,83627;4;36
139,8827;4;37
139,9166;4;38
129,92644;4;39
129,46526;4;40
129,56339;4;41
129,77354;4;42
129,74458;4;43
129,59882;4;44
129,84103;4;45
129,64304;4;46
129,7195;4;47
129,68289;4;48
124,59137;4;49
124,2432;4;50
124,54372;4;51
124,49526;4;52
124,38407;4;53
124,37949;4;54
124,62865;4;55
124,5866;4;56
124,51576;4;57
124,49931;4;58
124,51;4;59
124,44;5;0
0,3668135;5;1
0,0;5;2
0,0;5;3
0,0;5;4
0,0;5;5
0,0;5;6
0,0;5;7
0,0;5;8
0,0;5;9
121,66441;5;10
120,0961;5;11
120,65981;5;12
120,14373;5;13
119,854576;5;14
119,39814;5;15
120,20339;5;16
119,19576;5;17
119,2039;5;18
128,83104;5;19
130,37645;5;20
129,81052;5;21
129,40338;5;22
129,62152;5;23
129,7329;5;24
129,62848;5;25
129,66118;5;26
129,62575;5;27
129,6988;5;28
139,52898;5;29
140,03696;5;30
139,92117;5;31
139,99864;5;32
139,93135;5;33
139,81898;5;34
139,81439;5;35
139,88066;5;36
139,7717;5;37
139,9563;5;38
129,94;5;39
129,44424;5;40
129,82407;5;41
129,44797;5;42
129,51848;5;43
129,68814;5;44
129,65407;5;45
129,94882;5;46
129,43541;5;47
129,43204;5;48
124,481186;5;49
124,43391;5;50
124,40933;5;51
124,32457;5;52
124,26253;5;53
124,39831;5;54
124,25307;5;55
124,37558;5;56
124,5327;5;57
124,17541;5;58
124,23;5;59
124,23;6;0
0,3018305;6;1
0,0;6;2
0,0;6;3
0,0;6;4
0,0;6;5
0,0;6;6
0,0;6;7
0,0;6;8
0,0;6;9
121,31339;6;10
119,8261;6;11
119,19051;6;12
119,21728;6;13
119,6317;6;14
119,18135;6;15
118,84525;6;16
119,181015;6;17
119,710495;6;18
128,81259;6;19
130,06322;6;20
129,5366;6;21
129,34932;6;22
129,36034;6;23
129,33168;6;24
129,24;6;25
129,26373;6;26
129,24916;6;27
129,2217;6;28
139,38745;6;29
139,64018;6;30
139,73302;6;31
139,68915;6;32
139,6227;6;33
139,68811;6;34
139,73933;6;35
139,78813;6;36
139,64474;6;37
139,78474;6;38
129,59966;6;39
129,52626;6;40
129,34813;6;41
129,42406;6;42
129,41138;6;43
129,20662;6;44
129,48389;6;45
129,19931;6;46
129,41083;6;47
129,56831;6;48
124,11119;6;49
124,155945;6;50
124,287285;6;51
124,002716;6;52
124,02;6;53
124,164406;6;54
124,183876;6;55
123,81713;6;56
124,14288;6;57
124,22;6;58
124,25;6;59
124,35;7;0
0,086;7;1
0,0;7;2
0,0;7;3
0,0;7;4
0,0;7;5
0,0;7;6
0,0;7;7
0,0;7;8
0,0;7;9
121,424576;7;10
119,19085;7;11
119,483734;7;12
118,97864;7;13
118,95051;7;14
118,90203;7;15
118,77;7;16
118,86881;7;17
118,9705;7;18
128,66273;7;19
129,61949;7;20
129,46898;7;21
129,38187;7;22
129,67186;7;23
129,35355;7;24
129,41035;7;25
129,36864;7;26
129,29256;7;27
129,2183;7;28
139,65576;7;29
139,80034;7;30
139,56033;7;31
139,75594;7;32
139,66673;7;33
139,8105;7;34
139,64507;7;35
139,84714;7;36
139,8583;7;37
139,82814;7;38
129,66916;7;39
129,70863;7;40
129,32576;7;41
129,52747;7;42
129,69237;7;43
129,65273;7;44
129,38646;7;45
129,42441;7;46
129,23761;7;47
129,25662;7;48
124,39982;7;49
124,30969;7;50
124,295425;7;51
124,24237;7;52
124,24389;7;53
124,2456;7;54
124,35641;7;55
124,30966;7;56
124,24423;7;57
124,24425;7;58
124,41;7;59
124,28;8;0
0,054593246;8;1
0,0;8;2
0,0;8;3
0,0;8;4
0,0;8;5
0,0;8;6
0,0;8;7
0,0;8;8
0,0;8;9
121,19966;8;10
118,929665;8;11
119,32897;8;12
119,11763;8;13
118,98085;8;14
118,96542;8;15
119,0856;8;16
118,74221;8;17
118,66627;8;18
128,52525;8;19
129,3061;8;20
129,48526;8;21
129,31339;8;22
129,48338;8;23
129,27832;8;24
129,30528;8;25
129,18846;8;26
129,4244;8;27
129,21626;8;28
139,06;8;29
139,62051;8;30
139,83916;8;31
139,43118;8;32
139,43715;8;33
139,68695;8;34
139,5056;8;35
139,40494;8;36
139,65796;8;37
139,6503;8;38
129,56085;8;39
129,4717;8;40
129,40018;8;41
129,23474;8;42
129,66;8;43
129,35237;8;44
129,16371;8;45
129,13441;8;46
129,32373;8;47
129,39857;8;48
124,16018;8;49
124,04813;8;50
124,29271;8;51
124,17492;8;52
124,15049;8;53
124,27678;8;54
123,99937;8;55
124,19985;8;56
123,95185;8;57
124,12171;8;58
124,16;8;59
124,02;9;0
0,0051525244;9;1
0,0;9;2
0,0;9;3
0,0;9;4
0,0;9;5
0,0;9;6
0,0;9;7
0,0;9;8
0,0;9;9
121,27305;9;10
119,01085;9;11
119,02168;9;12
118,831184;9;13
118,824745;9;14
118,84779;9;15
118,8378;9;16
118,72797;9;17
118,83951;9;18
128,50325;9;19
129,36238;9;20
129,40813;9;21
129,26338;9;22
129,4573;9;23
129,22646;9;24
129,18594;9;25
129,21965;9;26
129,34645;9;27
129,2056;9;28
139,06288;9;29
139,57321;9;30
139,63799;9;31
139,67474;9;32
139,83762;9;33
139,40253;9;34
139,45085;9;35
139,82494;9;36
139,38086;9;37
139,12215;9;38
129,84828;9;39
129,59187;9;40
129,44458;9;41
129,19;9;42
129,25359;9;43
129,35847;9;44
129,0556;9;45
128,86774;9;46
129,14284;9;47
129,28893;9;48
124,22202;9;49
124,08797;9;50
124,217285;9;51
124,04508;9;52
124,263695;9;53
124,24101;9;54
124,23577;9;55
124,1317;9;56
124,17491;9;57
124,09678;9;58
124,1;9;59
124,14;10;0
0,312;10;1
0,0;10;2
0,0;10;3
0,0;10;4
0,0;10;5
0,0;10;6
0,0;10;7
0,0;10;8
0,0;10;9
121,24;10;10
118,93627;10;11
118,82864;10;12
118,61932;10;13
118,77424;10;14
118,66;10;15
118,81237;10;16
118,74627;10;17
118,76186;10;18
128,1834;10;19
129,69916;10;20
129,54102;10;21
129,09763;10;22
129,29848;10;23
128,9359;10;24
128,91476;10;25
129,10036;10;26
129,21205;10;27
129,06169;10;28
139,17085;10;29
139,50154;10;30
139,4153;10;31
139,06915;10;32
139,4727;10;33
139,5905;10;34
139,0844;10;35
139,09373;10;36
139,65831;10;37
139,66;10;38
129,59322;10;39
129,17525;10;40
129,07883;10;41
129,06137;10;42
129,31032;10;43
129,16797;10;44
129,12474;10;45
128,87117;10;46
129,42496;10;47
128,94337;10;48
124,24762;10;49
124,0975;10;50
124,35119;10;51
124,14863;10;52
124,154755;10;53
124,084404;10;54
124,12577;10;55
124,22374;10;56
124,00067;10;57
124,12678;10;58
124,36;10;59
124,09;11;0
0,0;11;1
0,0;11;2
0,0;11;3
0,0;11;4
0,0;11;5
0,0;11;6
0,0;11;7
0,0;11;8
0,0;11;9
120,988815;11;10
118,9217;11;11
118,772385;11;12
118,56;11;13
118,79983;11;14
118,465256;11;15
118,634575;11;16
118,747795;11;17
118,55627;11;18
127,99118;11;19
129,17679;11;20
129,25609;11;21
128,80914;11;22
128,92033;11;23
128,95813;11;24
128,91898;11;25
129,00847;11;26
129,1754;11;27
129,1566;11;28
138,79254;11;29
138,99442;11;30
139,30966;11;31
139,24763;11;32
139,3554;11;33
139,2839;11;34
139,24391;11;35
138,72594;11;36
139,37915;11;37
139,16156;11;38
129,25188;11;39
128,91899;11;40
129,10304;11;41
128,81084;11;42
129,19862;11;43
129,17813;11;44
128,71407;11;45
129,36177;11;46
128,942;11;47
129,12796;11;48
123,97375;11;49
123,96985;11;50
124,05576;11;51
124,093056;11;52
124,17068;11;53
123,98695;11;54
123,94784;11;55
124,22389;11;56
124,064415;11;57
123,74219;11;58
123,86;11;59
123,81;12;0
0,0;12;1
0,0;12;2
0,0;12;3
0,0;12;4
0,0;12;5
0,0;12;6
0,0;12;7
0,0;12;8
0,0;12;9
121,00491;12;10
118,81915;12;11
118,871864;12;12
118,73644;12;13
118,75847;12;14
118,643555;12;15
118,65135;12;16
118,596954;12;17
118,60374;12;18
128,13289;12;19
128,93694;12;20
128,88408;12;21
128,74847;12;22
128,58324;12;23
129,01627;12;24
128,87442;12;25
128,8168;12;26
128,86171;12;27
128,98;12;28
138,9278;12;29
139,26134;12;30
139,16899;12;31
139,0456;12;32
139,31746;12;33
139,14949;12;34
139,19;12;35
138,97781;12;36
139,06541;12;37
139,1537;12;38
129,7644;12;39
128,78543;12;40
128,8051;12;41
128,63306;12;42
128,85085;12;43
128,73915;12;44
128,58948;12;45
128,90079;12;46
129,00748;12;47
128,93903;12;48
123,94744;12;49
123,70609;12;50
124,13219;12;51
123,88271;12;52
124,049515;12;53
123,811356;12;54
124,261986;12;55
123,955925;12;56
123,80779;12;57
123,83301;12;58
124,02;12;59
124,16;13;0
0,0;13;1
0,0;13;2
0,0;13;3
0,0;13;4
0,0;13;5
0,0;13;6
0,0;13;7
0,0;13;8
0,0;13;9
121,19017;13;10
118,84796;13;11
118,5578;13;12
118,79373;13;13
118,53491;13;14
118,78695;13;15
118,83882;13;16
118,83797;13;17
118,89341;13;18
127,80525;13;19
129,13779;13;20
128,96423;13;21
128,82797;13;22
128,73795;13;23
129,24934;13;24
129,05289;13;25
128,57355;13;26
128,66289;13;27
128,80898;13;28
138,64915;13;29
138,95407;13;30
139,30983;13;31
139,3073;13;32
138,8173;13;33
138,99356;13;34
139,30138;13;35
138,67186;13;36
139,24763;13;37
139,16133;13;38
129,41118;13;39
129,12169;13;40
128,75424;13;41
128,87746;13;42
129,04266;13;43
128,90288;13;44
128,8056;13;45
128,50029;13;46
128,43407;13;47
128,88528;13;48
124,00404;13;49
123,77172;13;50
124,142715;13;51
124,01965;13;52
123,62649;13;53
123,77101;13;54
123,86171;13;55
123,6117;13;56
123,862206;13;57
123,91678;13;58
123,76;13;59
123,98;14;0
0,19242373;14;1
0,0;14;2
0,0;14;3
0,0;14;4
0,0;14;5
0,0;14;6
0,0;14;7
0,0;14;8
0,0;14;9
121,0217;14;10
118,72661;14;11
118,37729;14;12
118,218636;14;13
118,32915;14;14
118,18526;14;15
118,37542;14;16
118,24474;14;17
118,280334;14;18
127,94748;14;19
129,06813;14;20
128,6144;14;21
128,78102;14;22
128,63069;14;23
128,66795;14;24
128,65848;14;25
128,72154;14;26
128,50255;14;27
128,57086;14;28
138,50255;14;29
139,28018;14;30
139,14815;14;31
138,93152;14;32
138,71596;14;33
138,99933;14;34
139,12355;14;35
139,02386;14;36
139,04643;14;37
138,87866;14;38
128,99747;14;39
128,451;14;40
128,79967;14;41
128,76118;14;42
128,7668;14;43
128,50389;14;44
128,57948;14;45
128,46216;14;46
128,64813;14;47
128,97746;14;48
124,01036;14;49
123,82477;14;50
123,95643;14;51
123,65578;14;52
123,68291;14;53
123,62661;14;54
123,77306;14;55
123,55272;14;56
123,904594;14;57
123,8439;14;58
123,75;14;59
123,87;15;0
0,14040676;15;1
0,0;15;2
0,0;15;3
0,0;15;4
0,0;15;5
0,0;15;6
0,0;15;7
0,0;15;8
0,0;15;9
121,041016;15;10
118,320335;15;11
118,47052;15;12
118,54136;15;13
118,075424;15;14
118,26661;15;15
118,03067;15;16
118,252205;15;17
117,91407;15;18
127,48985;15;19
129,129;15;20
128,98018;15;21
128,6061;15;22
128,4795;15;23
128,83664;15;24
128,63103;15;25
128,8739;15;26
128,66644;15;27
128,61523;15;28
138,42407;15;29
138,67982;15;30
138,90218;15;31
138,95526;15;32
138,67151;15;33
138,68695;15;34
139,10898;15;35
138,66914;15;36
138,8073;15;37
138,93793;15;38
128,69626;15;39
128,7173;15;40
128,62865;15;41
128,71373;15;42
128,46053;15;43
128,43373;15;44
128,92725;15;45
128,67;15;46
128,71968;15;47
128,48592;15;48
123,59881;15;49
123,56969;15;50
123,88186;15;51
123,50664;15;52
123,71506;15;53
123,745255;15;54
123,70153;15;55
123,87864;15;56
123,90847;15;57
123,892746;15;58
123,51;15;59
123,41;16;0
0,0;16;1
0,0;16;2
0,0;16;3
0,0;16;4
0,0;16;5
0,0;16;6
0,0;16;7
0,0;16;8
0,0;16;9
120,70695;16;10
118,44797;16;11
118,31916;16;12
118,496956;16;13
118,56915;16;14
118,221695;16;15
118,36763;16;16
118,02;16;17
117,80967;16;18
127,79;16;19
128,70152;16;20
128,80339;16;21
128,6595;16;22
128,86221;16;23
128,48065;16;24
128,53102;16;25
128,47372;16;26
128,56085;16;27
128,20476;16;28
138,40271;16;29
138,8278;16;30
138,89563;16;31
138,7195;16;32
138,72984;16;33
138,93442;16;34
138,56;16;35
138,74219;16;36
138,88847;16;37
138,76897;16;38
128,89119;16;39
128,30017;16;40
128,66493;16;41
128,82036;16;42
128,99084;16;43
128,88;16;44
128,97896;16;45
128,76442;16;46
128,70271;16;47
128,48543;16;48
124,00953;16;49
123,68133;16;50
123,62762;16;51
123,74897;16;52
123,76185;16;53
123,87711;16;54
123,71189;16;55
123,828445;16;56
123,70558;16;57
123,67322;16;58
123,94;16;59
123,79;17;0
0,026440723;17;1
0,0;17;2
0,0;17;3
0,0;17;4
0,0;17;5
0,0;17;6
0,0;17;7
0,0;17;8
0,0;17;9
120,76068;17;10
118,62203;17;11
118,41762;17;12
118,47627;17;13
118,40881;17;14
118,515594;17;15
118,29337;17;16
118,5217;17;17
118,355606;17;18
128,04443;17;19
128,82034;17;20
128,81763;17;21
128,74779;17;22
129,24759;17;23
128,98;17;24
128,9395;17;25
128,71237;17;26
128,65695;17;27
128,67085;17;28
138,63339;17;29
138,88506;17;30
138,94832;17;31
138,90645;17;32
138,71611;17;33
138,80103;17;34
138,6812;17;35
138,73253;17;36
138,6044;17;37
138,58556;17;38
128,41747;17;39
128,43796;17;40
128,13948;17;41
128,63069;17;42
128,1851;17;43
128,48169;17;44
128,2868;17;45
128,50598;17;46
128,58304;17;47
128,32155;17;48
123,804756;17;49
123,48249;17;50
123,62967;17;51
123,81677;17;52
123,61679;17;53
123,55797;17;54
123,60225;17;55
123,98321;17;56
123,65036;17;57
123,5385;17;58
123,41;17;59
123,53;18;0
0,0;18;1
0,0;18;2
0,0;18;3
0,0;18;4
0,0;18;5
0,0;18;6
0,0;18;7
0,0;18;8
0,0;18;9
120,68763;18;10
118,0239;18;11
118,02;18;12
117,96423;18;13
117,97559;18;14
117,79848;18;15
117,73;18;16
117,98203;18;17
117,99;18;18
127,69325;18;19
128,61983;18;20
128,61763;18;21
128,52643;18;22
128,54083;18;23
128,63777;18;24
128,90086;18;25
128,57881;18;26
128,38289;18;27
128,5712;18;28
138,29677;18;29
138,5912;18;30
138,72714;18;31
138,56541;18;32
138,61478;18;33
138,68086;18;34
138,57675;18;35
138,81187;18;36
138,5217;18;37
138,71918;18;38
128,62729;18;39
128,43576;18;40
128,63406;18;41
128,51442;18;42
128,43932;18;43
128,55711;18;44
128,46284;18;45
128,16235;18;46
128,52477;18;47
127,81951;18;48
123,42762;18;49
123,41031;18;50
123,28086;18;51
123,41374;18;52
123,5097;18;53
123,60423;18;54
123,51666;18;55
123,50256;18;56
123,78036;18;57
123,440125;18;58
123,19;18;59
123,37;19;0
0,015406754;19;1
0,0;19;2
0,0;19;3
0,0;19;4
0,0;19;5
0,0;19;6
0,0;19;7
0,0;19;8
0,0;19;9
120,52102;19;10
118,111694;19;11
118,091354;19;12
117,957634;19;13
118,00068;19;14
117,99017;19;15
118,30085;19;16
117,86797;19;17
118,25967;19;18
127,57052;19;19
128,88525;19;20
128,66609;19;21
128,63914;19;22
128,25696;19;23
128,49765;19;24
128,36609;19;25
128,22017;19;26
128,63321;19;27
128,08102;19;28
138,04254;19;29
138,82695;19;30
138,51765;19;31
138,66525;19;32
138,7731;19;33
138,73528;19;34
138,60626;19;35
138,56287;19;36
138,23;19;37
138,52556;19;38
128,76678;19;39
128,2505;19;40
128,17203;19;41
128,23882;19;42
128,34238;19;43
128,59813;19;44
128,14578;19;45
128,26677;19;46
128,48749;19;47
128,44542;19;48
123,3844;19;49
123,46985;19;50
123,52628;19;51
123,3622;19;52
123,41136;19;53
123,11695;19;54
123,28684;19;55
123,097466;19;56
123,546936;19;57
123,44829;19;58
123,63;19;59
123,41;20;0
0,0;20;1
0,0;20;2
0,0;20;3
0,0;20;4
0,0;20;5
0,0;20;6
0,0;20;7
0,0;20;8
0,0;20;9
121,12763;20;10
118,3644;20;11
118,12439;20;12
118,26728;20;13
118,195595;20;14
118,17322;20;15
117,9544;20;16
118,25949;20;17
118,383575;20;18
127,39711;20;19
128,27017;20;20
128,2273;20;21
128,50288;20;22
128,33118;20;23
128,13495;20;24
128,52391;20;25
128,2671;20;26
128,1205;20;27
128,26357;20;28
137,90137;20;29
138,38713;20;30
138,77815;20;31
138,46814;20;32
138,53404;20;33
138,36812;20;34
138,49236;20;35
138,34361;20;36
138,51068;20;37
138,13133;20;38
128,6915;20;39
128,49594;20;40
128,74559;20;41
128,77628;20;42
128,39946;20;43
128,37035;20;44
128,37155;20;45
128,32628;20;46
128,4751;20;47
128,35338;20;48
123,531006;20;49
123,50696;20;50
123,34947;20;51
123,24017;20;52
123,434265;20;53
123,562546;20;54
123,51711;20;55
123,19646;20;56
123,436615;20;57
123,23288;20;58
123,42;20;59
123,21;21;0
0,08342374;21;1
0,0;21;2
0,0;21;3
0,0;21;4
0,0;21;5
0,0;21;6
0,0;21;7
0,0;21;8
0,0;21;9
120,51898;21;10
118,33136;21;11
118,28696;21;12
118,15508;21;13
118,006615;21;14
118,43881;21;15
118,262375;21;16
118,32069;21;17
118,125114;21;18
127,18882;21;19
128,55;21;20
128,37677;21;21
128,24356;21;22
128,53883;21;23
128,38663;21;24
128,16203;21;25
128,3929;21;26
127,88151;21;27
128,07626;21;28
137,90323;21;29
138,51799;21;30
138,19537;21;31
138,21135;21;32
138,48;21;33
138,18015;21;34
138,25507;21;35
138,58507;21;36
138,32779;21;37
138,25919;21;38
128,83356;21;39
128,709;21;40
128,63441;21;41
128,46812;21;42
128,61137;21;43
128,42746;21;44
128,29303;21;45
127,88785;21;46
128,20831;21;47
128,53506;21;48
123,536964;21;49
123,393196;21;50
123,37643;21;51
123,4266;21;52
123,71234;21;53
123,4878;21;54
123,4;21;55
123,132034;21;56
123,27594;21;57
123,29541;21;58
123,16;21;59
123,16;22;0
0,15098302;22;1
0,0;22;2
0,0;22;3
0,0;22;4
0,0;22;5
0,0;22;6
0,0;22;7
0,0;22;8
0,0;22;9
120,66864;22;10
118,21966;22;11
118,20813;22;12
117,94373;22;13
118,00729;22;14
118,15;22;15
118,33305;22;16
117,990326;22;17
118,153244;22;18
127,10985;22;19
128,05882;22;20
128,15678;22;21
128,15169;22;22
128,50359;22;23
127,91084;22;24
128,20558;22;25
128,05083;22;26
128,1681;22;27
128,27238;22;28
138,34357;22;29
138,19896;22;30
138,2095;22;31
138,13289;22;32
138,36166;22;33
138,55339;22;34
138,3668;22;35
138,15047;22;36
138,30034;22;37
138,21475;22;38
128,41951;22;39
128,12932;22;40
128,36577;22;41
128,39171;22;42
128,68794;22;43
128,57814;22;44
128,69;22;45
128,27647;22;46
127,964066;22;47
128,59845;22;48
123,24083;22;49
123,41305;22;50
123,66152;22;51
123,563576;22;52
123,26253;22;53
123,401695;22;54
123,283066;22;55
123,22068;22;56
123,22608;22;57
123,27562;22;58
123,5;22;59
123,27;23;0
0,0;23;1
0,0;23;2
0,0;23;3
0,0;23;4
0,0;23;5
0,0;23;6
0,0;23;7
0,0;23;8
0,0;23;9
120,674576;23;10
118,401184;23;11
118,57612;23;12
118,36509;23;13
118,37457;23;14
118,52101;23;15
118,3339;23;16
118,10746;23;17
118,19016;23;18
127,382065;23;19
128,05525;23;20
128,37051;23;21
128,52051;23;22
128,54642;23;23
128,08356;23;24
128,27203;23;25
128,59964;23;26
128,24321;23;27
128,09;23;28
138,06627;23;29
138,2139;23;30
138,0547;23;31
138,32645;23;32
138,37239;23;33
138,37898;23;34
138,15169;23;35
138,02747;23;36
138,08221;23;37
138,39948;23;38
128,41084;23;39
127,972374;23;40
128,21051;23;41
129,12321;23;42
128,45404;23;43
128,10576;23;44
128,43915;23;45
128,31363;23;46
128,56729;23;47
128,75423;23;48
123,42542;23;49
123,03929;23;50
123,39119;23;51
123,42763;23;52
123,35475;23;53
123,25169;23;54
123,32199;23;55
123,12408;23;56
123,25136;23;57
123,45596;23;58
123,41;23;59
123,41;24;0
0,32772878;24;1
0,038067937;24;2
0,0;24;3
0,0;24;4
0,0;24;5
0,0;24;6
0,0;24;7
0,0;24;8
0,0;24;9
120,3717;24;10
118,561356;24;11
118,61102;24;12
118,51713;24;13
118,33136;24;14
118,45;24;15
118,46;24;16
118,19779;24;17
118,392525;24;18
127,31273;24;19
128,04135;24;20
128,5883;24;21
128,05644;24;22
129,00607;24;23
128,37598;24;24
128,37392;24;25
128,13054;24;26
128,38066;24;27
128,12016;24;28
138,28966;24;29
138,1919;24;30
137,99622;24;31
138,1995;24;32
138,24286;24;33
138,11781;24;34
138,07898;24;35
138,17;24;36
138,19;24;37
138,0211;24;38
128,92578;24;39
128,66356;24;40
128,04848;24;41
128,50594;24;42
128,06337;24;43
128,52644;24;44
127,93828;24;45
128,14471;24;46
127,96748;24;47
128,01566;24;48
123,24899;24;49
123,46289;24;50
123,41;24;51
123,402374;24;52
123,37728;24;53
123,47085;24;54
123,393524;24;55
123,598114;24;56
123,311356;24;57
123,24884;24;58
122,9;24;59
122,88;25;0
0,23657626;25;1
0,044694953;25;2
0,0;25;3
0,04808447;25;4
0,0;25;5
0,0;25;6
0,0;25;7
0,0;25;8
0,0;25;9
120,58102;25;10
118,46966;25;11
118,11981;25;12
118,15186;25;13
118,27051;25;14
118,11881;25;15
118,26118;25;16
118,27677;25;17
118,43258;25;18
127,154076;25;19
127,92662;25;20
128,63576;25;21
128,38593;25;22
128,318;25;23
127,84281;25;24
127,91914;25;25
127,66645;25;26
127,76356;25;27
127,84577;25;28
137,8561;25;29
138,11833;25;30
138,08084;25;31
137,92577;25;32
137,96658;25;33
137,93848;25;34
137,86778;25;35
137,97253;25;36
137,85948;25;37
137,79236;25;38
128,43253;25;39
127,92896;25;40
128,42628;25;41
128,05032;25;42
127,90679;25;43
128,10864;25;44
127,87172;25;45
127,668335;25;46
128,20308;25;47
128,15952;25;48
123,28036;25;49
122,91959;25;50
123,09729;25;51
122,80086;25;52
123,17631;25;53
122,93712;25;54
123,15414;25;55
122,98442;25;56
123,3068;25;57
123,187935;25;58
123,04;25;59
123,0;26;0
0,18957627;26;1
0,013881445;26;2
0,0;26;3
0,0;26;4
0,0;26;5
0,0;26;6
0,0;26;7
0,0;26;8
0,0;26;9
120,645256;26;10
118,48796;26;11
118,12678;26;12
117,92033;26;13
117,70966;26;14
118,25932;26;15
118,1088;26;16
118,111855;26;17
118,01522;26;18
127,179115;26;19
127,98169;26;20
127,591866;26;21
127,798645;26;22
128,14456;26;23
127,898315;26;24
128,06812;26;25
128,16936;26;26
127,78035;26;27
